產品編號,區域編號,訂購日期,銷售數量,單價,銷售金額,銷售成本
561,289,2020/9/8,2,"$9,536","$19,072","$14,304 "
573,284,2020/9/9,9,"$14,304","$128,736","$96,552 "
574,121,2020/9/9,4,"$14,304","$57,216","$42,912 "
573,121,2020/9/9,3,"$14,304","$42,912","$32,184 "
574,284,2020/9/9,3,"$14,304","$42,912","$32,184 "
234,121,2020/9/9,15,$290,"$4,350","$3,263 "
231,121,2020/9/9,12,$290,"$3,480","$2,610 "
490,121,2020/9/9,11,$324,"$3,564","$2,673 "
488,121,2020/9/9,9,$324,"$2,916","$2,187 "
488,275,2020/9/9,2,$324,$648,$486 
231,275,2020/9/9,6,$300,"$1,800","$1,350 "
490,275,2020/9/9,4,$324,"$1,296",$972 
234,275,2020/9/9,6,$300,"$1,800","$1,350 "
490,284,2020/9/9,17,$297,"$5,049","$3,787 "
488,284,2020/9/9,5,$324,"$1,620","$1,215 "
231,284,2020/9/9,13,$290,"$3,770","$2,828 "
234,284,2020/9/9,13,$290,"$3,770","$2,828 "
447,261,2020/9/9,150,$150,"$22,500","$16,875 "
448,261,2020/9/9,250,$120,"$30,000","$22,500 "
562,121,2020/9/9,3,"$9,536","$28,608","$21,456 "
561,284,2020/9/9,3,"$9,536","$28,608","$21,456 "
561,121,2020/9/9,2,"$9,536","$19,072","$14,304 "
562,135,2020/9/10,3,"$9,536","$28,608","$21,456 "
573,280,2020/9/11,3,"$14,304","$42,912","$32,184 "
490,280,2020/9/11,2,$324,$648,$486 
231,280,2020/9/11,3,$300,$900,$675 
488,280,2020/9/11,4,$324,"$1,296",$972 
234,280,2020/9/11,3,$300,$900,$675 
561,280,2020/9/11,2,"$9,536","$19,072","$14,304 "
488,118,2020/9/12,2,$324,$648,$486 
234,258,2020/9/12,3,$300,$900,$675 
488,258,2020/9/12,5,$324,"$1,620","$1,215 "
490,258,2020/9/12,8,$324,"$2,592","$1,944 "
231,258,2020/9/12,7,$300,"$2,100","$1,575 "
447,115,2020/9/12,150,$150,"$22,500","$16,875 "
448,115,2020/9/12,300,$120,"$36,000","$27,000 "
562,8,2020/9/12,4,"$9,536","$38,144","$28,608 "
561,8,2020/9/12,3,"$9,536","$28,608","$21,456 "
574,136,2020/9/13,4,"$14,304","$57,216","$42,912 "
573,136,2020/9/13,3,"$14,304","$42,912","$32,184 "
448,10,2020/9/13,300,$120,"$36,000","$27,000 "
447,10,2020/9/13,100,$150,"$15,000","$11,250 "
231,136,2020/9/13,3,$300,$900,$675 
488,136,2020/9/13,8,$324,"$2,592","$1,944 "
234,136,2020/9/13,8,$300,"$2,400","$1,800 "
490,136,2020/9/13,6,$324,"$1,944","$1,458 "
231,139,2020/9/13,6,$300,"$1,800","$1,350 "
488,139,2020/9/13,6,$324,"$1,944","$1,458 "
490,139,2020/9/13,3,$324,$972,$729 
234,139,2020/9/13,6,$300,"$1,800","$1,350 "
447,122,2020/9/13,450,$150,"$67,500","$50,625 "
448,122,2020/9/13,350,$120,"$42,000","$31,500 "
573,261,2020/9/13,2,"$14,304","$28,608","$21,456 "
561,136,2020/9/13,2,"$9,536","$19,072","$14,304 "
573,9,2020/9/14,5,"$14,304","$71,520","$53,640 "
234,284,2020/9/14,2,$300,$600,$450 
231,284,2020/9/14,2,$300,$600,$450 
488,284,2020/9/14,3,$324,$972,$729 
490,284,2020/9/14,350,$324,"$113,400","$85,050 "
448,118,2020/9/14,300,$120,"$36,000","$27,000 "
447,118,2020/9/14,2,$150,$300,$225 
573,257,2020/9/15,5,"$14,304","$71,520","$53,640 "
574,257,2020/9/15,4,"$14,304","$57,216","$42,912 "
573,267,2020/9/15,4,"$14,304","$57,216","$42,912 "
562,267,2020/9/15,5,"$9,536","$47,680","$35,760 "
488,257,2020/9/15,10,$324,"$3,240","$2,430 "
231,257,2020/9/15,8,$300,"$2,400","$1,800 "
490,257,2020/9/15,4,$324,"$1,296",$972 
234,257,2020/9/15,11,$300,"$3,300","$2,475 "
234,261,2020/9/15,13,$290,"$3,770","$2,828 "
490,261,2020/9/15,8,$324,"$2,592","$1,944 "
488,267,2020/9/15,14,$313,"$4,382","$3,287 "
231,267,2020/9/15,7,$300,"$2,100","$1,575 "
234,267,2020/9/15,16,$275,"$4,400","$3,300 "
490,267,2020/9/15,6,$324,"$1,944","$1,458 "
561,257,2020/9/15,4,"$9,536","$38,144","$28,608 "
561,267,2020/9/15,3,"$9,536","$28,608","$21,456 "
562,257,2020/9/15,2,"$9,536","$19,072","$14,304 "
573,114,2020/9/16,45,"$14,304","$643,680","$482,760 "
561,114,2020/9/16,50,"$9,536","$476,800","$357,600 "
573,265,2020/9/16,15,"$14,304","$214,560","$160,920 "
574,114,2020/9/16,8,"$14,304","$114,432","$85,824 "
562,265,2020/9/16,5,"$9,536","$47,680","$35,760 "
234,121,2020/9/16,7,$300,"$2,100","$1,575 "
490,121,2020/9/16,3,$324,$972,$729 
488,265,2020/9/16,3,$313,$939,$704 
234,265,2020/9/16,6,$275,"$1,650","$1,238 "
490,265,2020/9/16,16,$324,"$5,184","$3,888 "
231,265,2020/9/16,4,$300,"$1,200",$900 
490,270,2020/9/16,3,$324,$972,$729 
234,270,2020/9/16,5,$300,"$1,500","$1,125 "
447,6,2020/9/16,6,$150,$900,$675 
448,6,2020/9/16,3,$120,$360,$270 
562,114,2020/9/16,4,"$9,536","$38,144","$28,608 "
561,265,2020/9/16,4,"$9,536","$38,144","$28,608 "
573,121,2020/9/16,2,"$14,304","$28,608","$21,456 "
561,121,2020/9/16,3,"$9,536","$28,608","$21,456 "
231,112,2020/9/17,7,$300,"$2,100","$1,575 "
490,112,2020/9/17,8,$324,"$2,592","$1,944 "
234,112,2020/9/17,9,$300,"$2,700","$2,025 "
488,112,2020/9/17,7,$324,"$2,268","$1,701 "
490,115,2020/9/17,17,$297,"$5,049","$3,787 "
231,115,2020/9/17,10,$300,"$3,000","$2,250 "
488,115,2020/9/17,5,$324,"$1,620","$1,215 "
234,115,2020/9/17,14,$290,"$4,060","$3,045 "
234,10,2020/9/17,4,$300,"$1,200",$900 
561,12,2020/9/18,15,"$9,536","$143,040","$107,280 "
574,12,2020/9/18,6,"$14,304","$85,824","$64,368 "
490,1,2020/9/18,7,$324,"$2,268","$1,701 "
488,1,2020/9/18,5,$324,"$1,620","$1,215 "
234,1,2020/9/18,4,$300,"$1,200",$900 
231,1,2020/9/18,2,$300,$600,$450 
562,126,2020/9/18,4,"$9,536","$38,144","$28,608 "
561,126,2020/9/18,4,"$9,536","$38,144","$28,608 "
562,12,2020/9/18,3,"$9,536","$28,608","$21,456 "
574,126,2020/9/18,2,"$14,304","$28,608","$21,456 "
573,126,2020/9/18,2,"$14,304","$28,608","$21,456 "
573,269,2020/9/19,3,"$14,304","$42,912","$32,184 "
447,9,2020/9/19,300,$150,"$45,000","$33,750 "
448,9,2020/9/19,200,$120,"$24,000","$18,000 "
231,118,2020/9/19,12,$290,"$3,480","$2,610 "
490,118,2020/9/19,5,$324,"$1,620","$1,215 "
234,118,2020/9/19,23,$275,"$6,325","$4,744 "
488,118,2020/9/19,9,$324,"$2,916","$2,187 "
231,258,2020/9/19,2,$300,$600,$450 
231,269,2020/9/19,4,$300,"$1,200",$900 
447,259,2020/9/19,200,$150,"$30,000","$22,500 "
448,259,2020/9/19,150,$120,"$18,000","$13,500 "
561,258,2020/9/19,3,"$9,536","$28,608","$21,456 "
561,269,2020/9/19,3,"$9,536","$28,608","$21,456 "
574,266,2020/9/20,4,"$14,304","$57,216","$42,912 "
234,266,2020/9/20,13,$290,"$3,770","$2,828 "
490,266,2020/9/20,9,$324,"$2,916","$2,187 "
488,266,2020/9/20,4,$324,"$1,296",$972 
231,266,2020/9/20,3,$300,$900,$675 
562,266,2020/9/20,3,"$9,536","$28,608","$21,456 "
573,266,2020/9/20,2,"$14,304","$28,608","$21,456 "
561,266,2020/9/20,2,"$9,536","$19,072","$14,304 "
490,267,2020/9/21,5,$324,"$1,620","$1,215 "
234,267,2020/9/21,6,$300,"$1,800","$1,350 "
573,5,2020/9/22,3,"$14,304","$42,912","$32,184 "
490,264,2020/9/22,4,$324,"$1,296",$972 
234,264,2020/9/22,8,$300,"$2,400","$1,800 "
561,4,2020/9/22,4,"$9,536","$38,144","$28,608 "
562,3,2020/9/22,3,"$9,536","$28,608","$21,456 "
234,290,2020/9/23,5,$300,"$1,500","$1,125 "
490,290,2020/9/23,6,$324,"$1,944","$1,458 "
573,268,2020/9/23,2,"$14,304","$28,608","$21,456 "
574,115,2020/9/24,7,"$14,304","$100,128","$75,096 "
573,115,2020/9/24,3,"$14,304","$42,912","$32,184 "
488,115,2020/9/24,6,$324,"$1,944","$1,458 "
234,115,2020/9/24,8,$300,"$2,400","$1,800 "
490,115,2020/9/24,6,$324,"$1,944","$1,458 "
231,115,2020/9/24,5,$300,"$1,500","$1,125 "
561,115,2020/9/24,3,"$9,536","$28,608","$21,456 "
573,140,2020/9/25,7,"$14,304","$100,128","$75,096 "
574,140,2020/9/25,3,"$14,304","$42,912","$32,184 "
234,113,2020/9/25,200,$300,"$60,000","$45,000 "
231,113,2020/9/25,150,$300,"$45,000","$33,750 "
490,113,2020/9/25,8,$324,"$2,592","$1,944 "
488,113,2020/9/25,4,$324,"$1,296",$972 
490,140,2020/9/25,6,$324,"$1,944","$1,458 "
488,140,2020/9/25,3,$324,$972,$729 
234,140,2020/9/25,6,$300,"$1,800","$1,350 "
231,140,2020/9/25,4,$300,"$1,200",$900 
234,269,2020/9/25,3,$290,$870,$653 
488,269,2020/9/25,13,$324,"$4,212","$3,159 "
490,269,2020/9/25,5,$324,"$1,620","$1,215 "
447,8,2020/9/25,5,$150,$750,$563 
448,8,2020/9/25,5,$120,$600,$450 
574,269,2020/9/25,2,"$14,304","$28,608","$21,456 "
562,269,2020/9/25,3,"$9,536","$28,608","$21,456 "
562,140,2020/9/25,2,"$9,536","$19,072","$14,304 "
561,269,2020/9/25,2,"$9,536","$19,072","$14,304 "
574,12,2020/9/26,22,"$14,304","$314,688","$236,016 "
561,1,2020/9/26,15,"$9,536","$143,040","$107,280 "
573,119,2020/9/26,15,"$14,304","$214,560","$160,920 "
562,3,2020/9/26,6,"$9,536","$57,216","$42,912 "
234,8,2020/9/26,19,$275,"$5,225","$3,919 "
231,286,2020/9/26,3,$300,$900,$675 
448,121,2020/9/26,2,$120,$240,$180 
447,121,2020/9/26,1,$150,$150,$113 
488,8,2020/9/26,3,$313,$939,$704 
231,8,2020/9/26,11,$300,"$3,300","$2,475 "
490,8,2020/9/26,10,$324,"$3,240","$2,430 "
573,2,2020/9/26,2,"$14,304","$28,608","$21,456 "
562,119,2020/9/26,2,"$9,536","$19,072","$14,304 "
573,118,2020/9/27,3,"$14,304","$42,912","$32,184 "
490,112,2020/9/27,3,$324,$972,$729 
234,112,2020/9/27,5,$300,"$1,500","$1,125 "
562,118,2020/9/27,3,"$9,536","$28,608","$21,456 "
573,3,2020/9/28,3,"$14,304","$42,912","$32,184 "
490,263,2020/9/28,6,$324,"$1,944","$1,458 "
234,285,2020/9/28,4,$300,"$1,200",$900 
490,285,2020/9/28,2,$324,$648,$486 
490,3,2020/9/28,9,$324,"$2,916","$2,187 "
234,3,2020/9/28,3,$300,$900,$675 
561,137,2020/9/28,3,"$9,536","$28,608","$21,456 "
574,293,2020/9/29,7,"$14,304","$100,128","$75,096 "
561,293,2020/9/29,8,"$9,536","$76,288","$57,216 "
573,293,2020/9/29,5,"$14,304","$71,520","$53,640 "
231,278,2020/9/29,2,$300,$600,$450 
488,278,2020/9/29,2,$324,$648,$486 
562,117,2020/9/29,3,"$9,536","$28,608","$21,456 "
562,293,2020/9/29,3,"$9,536","$28,608","$21,456 "
231,285,2020/9/30,2,$300,$600,$450 
488,285,2020/9/30,2,$324,$648,$486 
490,11,2020/9/30,7,$324,"$2,268","$1,701 "
234,11,2020/9/30,7,$300,"$2,100","$1,575 "
573,274,2020/10/1,12,"$13,828","$165,936","$124,452 "
561,274,2020/10/1,7,"$9,536","$66,752","$50,064 "
447,1,2020/10/1,250,$150,"$37,500","$28,125 "
448,1,2020/10/1,150,$120,"$18,000","$13,500 "
234,121,2020/10/1,12,$290,"$3,480","$2,610 "
490,121,2020/10/1,7,$324,"$2,268","$1,701 "
231,121,2020/10/1,2,$300,$600,$450 
488,121,2020/10/1,7,$324,"$2,268","$1,701 "
488,259,2020/10/1,3,$324,$972,$729 
231,259,2020/10/1,3,$300,$900,$675 
490,261,2020/10/1,3,$324,$972,$729 
234,261,2020/10/1,3,$300,$900,$675 
234,261,2020/10/1,2,$300,$600,$450 
488,275,2020/10/1,2,$324,$648,$486 
231,275,2020/10/1,250,$300,"$75,000","$56,250 "
231,278,2020/10/1,200,$300,"$60,000","$45,000 "
447,11,2020/10/1,2,$150,$300,$225 
448,11,2020/10/1,2,$120,$240,$180 
562,274,2020/10/1,3,"$9,536","$28,608","$21,456 "
574,288,2020/10/2,16,"$14,304","$228,864","$171,648 "
574,5,2020/10/2,3,"$14,304","$42,912","$32,184 "
490,1,2020/10/2,17,$297,"$5,049","$3,787 "
490,291,2020/10/2,13,$324,"$4,212","$3,159 "
234,291,2020/10/2,12,$300,"$3,600","$2,700 "
234,1,2020/10/2,2,$275,$550,$413 
231,1,2020/10/2,4,$290,"$1,160",$870 
488,1,2020/10/2,4,$313,"$1,252",$939 
488,5,2020/10/2,7,$324,"$2,268","$1,701 "
490,7,2020/10/2,7,$324,"$2,268","$1,701 "
231,5,2020/10/2,7,$300,"$2,100","$1,575 "
234,5,2020/10/2,7,$300,"$2,100","$1,575 "
490,5,2020/10/2,5,$324,"$1,620","$1,215 "
234,4,2020/10/2,5,$300,"$1,500","$1,125 "
231,5,2020/10/2,3,$300,$900,$675 
488,6,2020/10/2,2,$324,$648,$486 
561,5,2020/10/2,3,"$9,536","$28,608","$21,456 "
562,5,2020/10/2,2,"$9,536","$19,072","$14,304 "
488,6,2020/10/3,4,$324,"$1,296",$972 
490,6,2020/10/3,3,$324,$972,$729 
234,6,2020/10/3,3,$300,$900,$675 
231,6,2020/10/3,3,$300,$900,$675 
562,278,2020/10/3,2,"$9,536","$19,072","$14,304 "
448,135,2020/10/4,200,$120,"$24,000","$18,000 "
447,135,2020/10/4,350,$150,"$52,500","$39,375 "
562,116,2020/10/5,3,"$14,304","$42,912","$32,184 "
488,116,2020/10/5,6,$324,"$1,944","$1,458 "
234,135,2020/10/5,2,$300,$600,$450 
490,135,2020/10/5,6,$324,"$1,944","$1,458 "
231,135,2020/10/5,6,$300,"$1,800","$1,350 "
488,135,2020/10/5,5,$324,"$1,620","$1,215 "
561,116,2020/10/5,2,"$14,304","$28,608","$21,456 "
573,116,2020/10/5,2,"$14,304","$28,608","$21,456 "
574,116,2020/10/5,2,"$14,304","$28,608","$21,456 "
447,9,2020/10/6,250,$150,"$37,500","$28,125 "
448,8,2020/10/6,200,$120,"$24,000","$18,000 "
234,278,2020/10/6,4,$300,"$1,200",$900 
490,278,2020/10/6,3,$324,$972,$729 
490,271,2020/10/7,16,$297,"$4,752","$3,564 "
234,271,2020/10/7,9,$300,"$2,700","$2,025 "
488,271,2020/10/7,4,$324,"$1,296",$972 
231,271,2020/10/7,4,$300,"$1,200",$900 
231,11,2020/10/7,4,$300,"$1,200",$900 
488,10,2020/10/7,3,$324,$972,$729 
234,2,2020/10/7,3,$300,$900,$675 
561,279,2020/10/7,2,"$14,304","$28,608","$21,456 "
561,275,2020/10/8,50,"$14,304","$715,200","$536,400 "
488,5,2020/10/8,250,$324,"$81,000","$60,750 "
231,2,2020/10/8,150,$300,"$45,000","$33,750 "
234,4,2020/10/8,150,$300,"$45,000","$33,750 "
447,2,2020/10/8,300,$150,"$45,000","$33,750 "
448,2,2020/10/8,250,$120,"$30,000","$22,500 "
448,10,2020/10/8,100,$120,"$12,000","$9,000 "
234,2,2020/10/8,17,$275,"$4,675","$3,506 "
490,2,2020/10/8,14,$313,"$4,382","$3,287 "
448,271,2020/10/8,6,$120,$720,$540 
447,271,2020/10/8,3,$150,$450,$338 
448,279,2020/10/8,3,$120,$360,$270 
488,2,2020/10/8,5,$324,"$1,620","$1,215 "
231,2,2020/10/8,4,$300,"$1,200",$900 
490,3,2020/10/8,2,$324,$648,$486 
447,10,2020/10/8,4,$150,$600,$450 
490,283,2020/10/9,5,$324,"$1,620","$1,215 "
234,283,2020/10/9,4,$300,"$1,200",$900 
231,283,2020/10/9,3,$300,$900,$675 
488,283,2020/10/9,5,$324,"$1,620","$1,215 "
447,112,2020/10/9,200,$150,"$30,000","$22,500 "
448,112,2020/10/9,150,$120,"$18,000","$13,500 "
447,283,2020/10/9,250,$150,"$37,500","$28,125 "
448,283,2020/10/9,200,$120,"$24,000","$18,000 "
561,272,2020/10/10,11,"$14,304","$157,344","$118,008 "
562,272,2020/10/10,6,"$14,304","$85,824","$64,368 "
562,277,2020/10/10,5,"$14,304","$71,520","$53,640 "
561,277,2020/10/10,4,"$14,304","$57,216","$42,912 "
573,272,2020/10/10,3,"$14,304","$42,912","$32,184 "
574,272,2020/10/10,3,"$14,304","$42,912","$32,184 "
574,277,2020/10/10,3,"$14,304","$42,912","$32,184 "
573,277,2020/10/10,3,"$14,304","$42,912","$32,184 "
490,112,2020/10/10,8,$324,"$2,592","$1,944 "
488,112,2020/10/10,5,$324,"$1,620","$1,215 "
234,112,2020/10/10,5,$300,"$1,500","$1,125 "
231,112,2020/10/10,3,$300,$900,$675 
490,272,2020/10/10,9,$324,"$2,916","$2,187 "
231,272,2020/10/10,4,$300,"$1,200",$900 
234,272,2020/10/10,14,$290,"$4,060","$3,045 "
488,272,2020/10/10,6,$324,"$1,944","$1,458 "
448,134,2020/10/10,150,$120,"$18,000","$13,500 "
447,134,2020/10/10,150,$150,"$22,500","$16,875 "
574,139,2020/10/11,3,"$14,304","$42,912","$32,184 "
234,262,2020/10/11,2,$300,$600,$450 
490,281,2020/10/11,2,$324,$648,$486 
447,259,2020/10/11,300,$150,"$45,000","$33,750 "
448,259,2020/10/11,100,$120,"$12,000","$9,000 "
561,139,2020/10/11,2,"$14,304","$28,608","$21,456 "
561,281,2020/10/11,2,"$14,304","$28,608","$21,456 "
573,281,2020/10/11,2,"$14,304","$28,608","$21,456 "
448,2,2020/10/12,300,$120,"$36,000","$27,000 "
447,8,2020/10/12,200,$150,"$30,000","$22,500 "
573,280,2020/10/12,2,"$14,304","$28,608","$21,456 "
234,9,2020/10/14,400,$300,"$120,000","$90,000 "
234,259,2020/10/14,400,$300,"$120,000","$90,000 "
234,266,2020/10/14,150,$300,"$45,000","$33,750 "
490,266,2020/10/14,4,$324,"$1,296",$972 
488,9,2020/10/14,5,$324,"$1,620","$1,215 "
448,11,2020/10/14,10,$120,"$1,200",$900 
448,10,2020/10/14,7,$120,$840,$630 
447,11,2020/10/14,5,$150,$750,$563 
490,9,2020/10/14,2,$324,$648,$486 
231,9,2020/10/14,2,$300,$600,$450 
234,1,2020/10/15,300,$300,"$90,000","$67,500 "
490,12,2020/10/15,100,$324,"$32,400","$24,300 "
447,290,2020/10/15,9,$150,"$1,350","$1,013 "
448,290,2020/10/15,5,$120,$600,$450 
231,11,2020/10/15,6,$300,"$1,800","$1,350 "
488,10,2020/10/15,5,$324,"$1,620","$1,215 "
231,260,2020/10/16,2,$300,$600,$450 
488,268,2020/10/16,10,$324,"$3,240","$2,430 "
231,268,2020/10/16,6,$300,"$1,800","$1,350 "
490,268,2020/10/16,3,$324,$972,$729 
234,268,2020/10/16,9,$300,"$2,700","$2,025 "
234,5,2020/10/16,4,$300,"$1,200",$900 
573,136,2020/10/18,6,"$14,304","$85,824","$64,368 "
561,136,2020/10/18,5,"$14,304","$71,520","$53,640 "
562,136,2020/10/18,4,"$14,304","$57,216","$42,912 "
574,136,2020/10/18,2,"$14,304","$28,608","$21,456 "
561,262,2020/10/19,27,"$11,920","$321,840","$241,380 "
573,262,2020/10/19,19,"$13,112","$249,128","$186,846 "
574,262,2020/10/19,10,"$14,304","$143,040","$107,280 "
562,262,2020/10/19,9,"$14,304","$128,736","$96,552 "
488,139,2020/10/19,2,$324,$648,$486 
231,262,2020/10/19,5,$300,"$1,500","$1,125 "
490,262,2020/10/19,7,$324,"$2,268","$1,701 "
488,262,2020/10/19,5,$324,"$1,620","$1,215 "
234,262,2020/10/19,9,$300,"$2,700","$2,025 "
448,3,2020/10/20,250,$120,"$30,000","$22,500 "
448,112,2020/10/20,250,$120,"$30,000","$22,500 "
447,112,2020/10/20,250,$150,"$37,500","$28,125 "
490,115,2020/10/21,3,$324,$972,$729 
562,9,2020/10/22,3,"$14,304","$42,912","$32,184 "
561,274,2020/10/22,3,"$14,304","$42,912","$32,184 "
574,9,2020/10/22,2,"$14,304","$28,608","$21,456 "
490,7,2020/10/23,15,$313,"$4,695","$3,521 "
488,7,2020/10/23,13,$313,"$4,069","$3,052 "
490,284,2020/10/23,11,$324,"$3,564","$2,673 "
447,274,2020/10/23,9,$150,"$1,350","$1,013 "
448,274,2020/10/23,150,$120,"$18,000","$13,500 "
234,7,2020/10/23,200,$300,"$60,000","$45,000 "
231,7,2020/10/23,9,$300,"$2,700","$2,025 "
234,7,2020/10/23,9,$300,"$2,700","$2,025 "
488,7,2020/10/23,3,$324,$972,$729 
231,7,2020/10/23,6,$300,"$1,800","$1,350 "
490,7,2020/10/23,6,$324,"$1,944","$1,458 "
574,7,2020/10/24,15,"$14,304","$214,560","$160,920 "
562,6,2020/10/24,12,"$14,304","$171,648","$128,736 "
573,9,2020/10/24,4,"$14,304","$57,216","$42,912 "
561,8,2020/10/24,3,"$14,304","$42,912","$32,184 "
447,7,2020/10/24,4,$150,$600,$450 
448,7,2020/10/24,3,$120,$360,$270 
562,263,2020/10/25,4,"$14,304","$57,216","$42,912 "
574,263,2020/10/25,4,"$14,304","$57,216","$42,912 "
490,138,2020/10/25,3,$324,$972,$729 
234,138,2020/10/25,5,$300,"$1,500","$1,125 "
231,285,2020/10/25,5,$300,"$1,500","$1,125 "
234,285,2020/10/25,7,$300,"$2,100","$1,575 "
490,285,2020/10/25,13,$313,"$4,069","$3,052 "
488,285,2020/10/25,3,$324,$972,$729 
447,123,2020/10/26,250,$150,"$37,500","$28,125 "
448,123,2020/10/26,550,$120,"$66,000","$49,500 "
488,8,2020/10/26,9,$324,"$2,916","$2,187 "
561,287,2020/10/26,2,"$14,304","$28,608","$21,456 "
573,287,2020/10/26,2,"$14,304","$28,608","$21,456 "
561,276,2020/10/27,11,"$14,304","$157,344","$118,008 "
488,276,2020/10/27,5,$324,"$1,620","$1,215 "
231,276,2020/10/27,11,$300,"$3,300","$2,475 "
490,276,2020/10/27,7,$324,"$2,268","$1,701 "
234,276,2020/10/27,17,$275,"$4,675","$3,506 "
562,276,2020/10/27,2,"$14,304","$28,608","$21,456 "
488,123,2020/10/28,10,$324,"$3,240","$2,430 "
231,123,2020/10/28,350,$300,"$105,000","$78,750 "
234,123,2020/10/28,100,$300,"$30,000","$22,500 "
490,123,2020/10/28,7,$297,"$2,079","$1,559 "
490,11,2020/10/28,4,$324,"$1,296",$972 
447,7,2020/10/28,17,$150,"$2,550","$1,913 "
448,7,2020/10/28,2,$120,$240,$180 
447,4,2020/10/29,100,$150,"$15,000","$11,250 "
573,292,2020/11/1,25,"$14,304","$357,600","$268,200 "
574,292,2020/11/1,15,"$14,304","$214,560","$160,920 "
490,138,2020/11/1,11,$324,"$3,564","$2,673 "
234,138,2020/11/1,10,$300,"$3,000","$2,250 "
488,138,2020/11/1,9,$324,"$2,916","$2,187 "
231,138,2020/11/1,13,$300,"$3,900","$2,925 "
231,258,2020/11/1,11,$300,"$3,300","$2,475 "
234,258,2020/11/1,11,$290,"$3,190","$2,393 "
490,258,2020/11/1,7,$324,"$2,268","$1,701 "
488,258,2020/11/1,4,$324,"$1,296",$972 
447,264,2020/11/1,3,$150,$450,$338 
448,264,2020/11/1,16,$120,"$1,920","$1,440 "
231,12,2020/11/1,15,$300,"$4,500","$3,375 "
488,12,2020/11/1,3,$324,$972,$729 
490,12,2020/11/1,5,$313,"$1,565","$1,174 "
234,12,2020/11/1,5,$275,"$1,375","$1,031 "
231,126,2020/11/2,10,$300,"$3,000","$2,250 "
488,126,2020/11/2,9,$324,"$2,916","$2,187 "
448,138,2020/11/2,100,$120,"$12,000","$9,000 "
447,258,2020/11/2,300,$150,"$45,000","$33,750 "
448,258,2020/11/2,100,$120,"$12,000","$9,000 "
448,12,2020/11/3,300,$120,"$36,000","$27,000 "
447,12,2020/11/3,150,$150,"$22,500","$16,875 "
231,112,2020/11/3,7,$300,"$2,100","$1,575 "
490,112,2020/11/3,13,$313,"$4,069","$3,052 "
234,112,2020/11/3,7,$300,"$2,100","$1,575 "
488,112,2020/11/3,11,$324,"$3,564","$2,673 "
573,140,2020/11/4,6,"$14,304","$85,824","$64,368 "
562,140,2020/11/4,5,"$14,304","$71,520","$53,640 "
574,140,2020/11/4,3,"$14,304","$42,912","$32,184 "
561,140,2020/11/4,3,"$14,304","$42,912","$32,184 "
234,140,2020/11/4,11,$300,"$3,300","$2,475 "
488,140,2020/11/4,2,$324,$648,$486 
231,140,2020/11/4,5,$300,"$1,500","$1,125 "
490,140,2020/11/4,12,$313,"$3,756","$2,817 "
447,278,2020/11/4,200,$150,"$30,000","$22,500 "
448,278,2020/11/4,200,$120,"$24,000","$18,000 "
574,122,2020/11/5,4,"$14,304","$57,216","$42,912 "
562,122,2020/11/5,4,"$14,304","$57,216","$42,912 "
573,268,2020/11/5,3,"$14,304","$42,912","$32,184 "
561,268,2020/11/5,3,"$14,304","$42,912","$32,184 "
488,115,2020/11/5,12,$324,"$3,888","$2,916 "
231,115,2020/11/5,9,$300,"$2,700","$2,025 "
231,260,2020/11/5,2,$300,$600,$450 
234,268,2020/11/5,2,$300,$600,$450 
490,268,2020/11/5,5,$324,"$1,620","$1,215 "
234,277,2020/11/5,5,$300,"$1,500","$1,125 "
234,293,2020/11/5,3,$300,$900,$675 
490,293,2020/11/5,4,$324,"$1,296",$972 
234,3,2020/11/5,4,$290,"$1,160",$870 
490,3,2020/11/5,5,$324,"$1,620","$1,215 "
231,3,2020/11/5,5,$300,"$1,500","$1,125 "
488,3,2020/11/5,4,$324,"$1,296",$972 
561,122,2020/11/5,2,"$14,304","$28,608","$21,456 "
573,122,2020/11/5,2,"$14,304","$28,608","$21,456 "
574,268,2020/11/5,2,"$14,304","$28,608","$21,456 "
562,284,2020/11/6,25,"$14,304","$357,600","$268,200 "
561,284,2020/11/6,8,"$14,304","$114,432","$85,824 "
574,284,2020/11/6,5,"$14,304","$71,520","$53,640 "
490,10,2020/11/6,200,$324,"$64,800","$48,600 "
234,284,2020/11/6,2,$300,$600,$450 
488,284,2020/11/6,2,$324,$648,$486 
490,284,2020/11/6,2,$324,$648,$486 
231,284,2020/11/6,3,$300,$900,$675 
234,287,2020/11/6,5,$300,"$1,500","$1,125 "
448,113,2020/11/6,200,$120,"$24,000","$18,000 "
447,113,2020/11/6,150,$150,"$22,500","$16,875 "
448,3,2020/11/6,4,$120,$480,$360 
447,3,2020/11/6,3,$150,$450,$338 
561,294,2020/11/7,4,"$14,304","$57,216","$42,912 "
573,294,2020/11/7,4,"$14,304","$57,216","$42,912 "
234,276,2020/11/7,300,$300,"$90,000","$67,500 "
231,276,2020/11/7,300,$300,"$90,000","$67,500 "
490,276,2020/11/7,4,$324,"$1,296",$972 
488,276,2020/11/7,8,$324,"$2,592","$1,944 "
234,294,2020/11/7,4,$300,"$1,200",$900 
490,294,2020/11/7,3,$324,$972,$729 
447,117,2020/11/7,150,$150,"$22,500","$16,875 "
448,117,2020/11/7,200,$120,"$24,000","$18,000 "
448,258,2020/11/7,300,$120,"$36,000","$27,000 "
